Id,Name,Name (Bangla),Code,Agency,Type,Division,District,City Corporation,Upazila,Paurasava,Union,Private
39038,GLOBAL DIAGNOSTIC & CONSULTATION CENTRE,গ্লোবাল ডায়াগনস্টিক এন্ড কনসালটেশন সেন্টার,10039450,,Consultancy & Diagnostic Center,Dhaka,Dhaka,,Kadamtali,,,1
39039,TASLIMA DIAGNOSTIC & DIABETES CENTER,তাছলিমা ডায়াগনস্টিক এন্ড ডায়াবেটিস সেন্টার,10039451,,Consultancy & Diagnostic Center,Rangpur,Dinajpur,,Birampur,,,1
39040,SYLHET DIABETIC & GENERAL HOSPITAL DIAGNOSTIC CENTER,সিলেট ডায়াবেটিক এন্ড জেনারেল হাসপাতাল ডায়াগনস্টিক সেন্টার,10039452,,Consultancy & Diagnostic Center,Sylhet,Sylhet,,Sylhet Sadar,,,1
39041,DURGAPUR DIAGNOSTIC CENTER,দূর্গাপুর ডায়গনিস্টিক সেন্টার,10039453,,Consultancy & Diagnostic Center,Rangpur,Kurigram,,Ulipur,,,1
39042,Ma O Shishu Diagnostic Center.,মা ও শিশু ডায়াগনস্টিক সেন্টার.,10039454,,Consultancy & Diagnostic Center,Dhaka,Gazipur,,Gazipur Sadar,,,1
39043,Super Hospital & Diagnostic Center,সুপার  হসপিটালএন্ড ডায়াগনষ্টিক সেন্টার,10039455,,Consultancy & Diagnostic Center,Dhaka,Tangail,,Tangail Sadar,,,1
39044,NARIKEL BARIA DOCTORS CLINIC & DIAGNOSTIC CENTER,নারিকেল বাড়ীয়া ডক্টরস্ ক্লিনিক এন্ড ডায়াগনস্টিক সেন্টার,10039456,,Consultancy & Diagnostic Center,Khulna,Jashore,,Bagherpara,,,1
39045,DESH BANGLA SPECIALIZED HOSPITAL,দেশ বাংলা স্পেশালাইজ্ড হাসপতাল,10039457,,Consultancy & Diagnostic Center,Dhaka,Manikganj,,Manikganj Sadar,,,1
39046,Thyrocare Bangladesh Limited .,থাইরোকেয়ার  বাংলাদেশ লিমিটেড  .,10039458,,Consultancy & Diagnostic Center,Dhaka,Dhaka,,Banani,,,1
39047,HILLVIEW HOSPITAL & DIAGNOSTIC CENTRE,হিলভিউ হাসপাতাল এন্ড ডায়াগনস্টিক সেন্টার,10039459,,Consultancy & Diagnostic Center,Chattogram,Bandarban,,Bandarban Sadar,,,1
39048,Abul Kalam Digital Diagnostic Centre,আবুল কালাম ডিজিটাল ডায়াগনস্টিক সেন্টার,10039460,,Consultancy & Diagnostic Center,Rangpur,Gaibandha,,Gobindaganj,,,1
39049,CARE HEALTH DIAGNOSTIC & CONSULTATION CENTRE,কেয়ার হেলথ ডায়াগনস্টিক এন্ড কনসালটেশন সেন্টার,10039461,,Consultancy & Diagnostic Center,Dhaka,Narsingdi,,Palash,,,1
39050,Rubel Medical Services,রুবেল মেডিকেল সার্ভিসেস,10039462,,Consultancy & Diagnostic Center,Dhaka,Munshiganj,,Sreenagar,,,1
39051,Rahmania Mother & Childe Medical Center.,রাহমানিয়া মা ও শিশু মেডিকেল সেন্টার,10039463,,Consultancy & Diagnostic Center,Chattogram,Cumilla,,Laksam,,,1
39052,Rokeya Specialized Hospital,রোকেয়া স্পেশালাইজড হসপিটাল,10039464,,Consultancy & Diagnostic Center,Chattogram,Cumilla,,Cumilla Adarsha Sadar,,,1
39053,Life Care Diagnostic Center,লাইফ কেয়ার ডায়াগনষ্টিক সেন্টার,10039465,,Consultancy & Diagnostic Center,Mymensingh,Sherpur,,Sreebardi,,,1
39054,Zindani Diagnostic and Consultation Centre,জিন্দানী ডায়াগনস্টিক এন্ড কনসালটেশন সেন্টার,10039466,,Consultancy & Diagnostic Center,Rajshahi,Pabna,,Chatmohar,,,1
39055,D. B Minoti Diagnostic Centre,ডি. বি মিনতী ডায়গনষ্টিক সেন্টার,10039467,,Consultancy & Diagnostic Center,Barishal,Barguna,,Barguna Sadar,,,1
39056,BEGUM ROKYEA DIGITAL CLINIC AND DIAGNOSTIC CENTER,বেগম রোকেয়া ডিজিটাল ক্লিনিক এন্ড ডায়গনস্টিক সেন্টার,10039468,,Consultancy & Diagnostic Center,Khulna,Bagerhat,,Morrelganj,,,1
39057,Labone Diagnostic & Consultation Center,ল্যাবওয়ান ডায়াগনোষ্টিক এন্ড কনসালট্রেশন সেন্টার,10039469,,Consultancy & Diagnostic Center,Mymensingh,Sherpur,,Sreebardi,,,1
39058,Dr. Zahir Point Diagnostic Center,ডাঃ জহির পয়েন্ট ডায়াগনস্টিক সেন্টার,10039470,,Consultancy & Diagnostic Center,Barishal,Pirojpur,,Bhandaria,,,1
39059,Hasna Specialized Medical Center,হাসনা স্পেশালাইজড মেডিকেল সেন্টার,10039471,,Consultancy & Diagnostic Center,Dhaka,Rajbari,,Baliakandi,,,1
39060,KAMPS Kidney & Dialysis Center-Jhenaidah,ক্যাম্পস কিডনি এন্ড ডায়ালাইসিস সেন্টার-ঝিনাইদহ,10039472,,Consultancy & Diagnostic Center,Khulna,Jhenaidah,,Jhenaidah Sadar,,,1
39061,MAA GENERAL DIAGNOSTIC COMPLEX,মা জেনারেল ডায়াগনস্টিক কমপ্লেক্স,10039473,,Consultancy & Diagnostic Center,Khulna,Jashore,,Jashore Sadar,,,1
39062,Multi Care Clinic & Diagnostic Center,মাল্টি কেয়ার ক্লিনিক এন্ড  ডায়াগনস্টিক সেন্টার,10039474,,Consultancy & Diagnostic Center,Barishal,Pirojpur,,Pirojpur Sadar,,,1
39063,New Mother & Child Care Diagnostic Center.,নিউ মাদার এন্ড চাইল্ড কেয়ার ডায়াগনস্টিক সেন্টার ।,10039475,,Consultancy & Diagnostic Center,Barishal,Patuakhali,,Bauphal,,,1
39064,New Gazi Clinic & Diagnostic Center.,নিউ গাজী ক্লিনিক এন্ড ডায়াগনষ্টিক সেন্টার।,10039476,,Consultancy & Diagnostic Center,Khulna,Khulna,,Paikgacha,,,1
39065,Medigo Healthcare,মেডিগো হেলথকেয়ার,10039477,,Consultancy & Diagnostic Center,Dhaka,Dhaka,,Shahbag,,,1
39066,DR. DIL AFROZA MEMORIAL HOSPITAL AND LAB,ডা. দিল আফরোজা মেমোরিয়াল হসপিটাল এ্যান্ড ল্যাব,10039478,,Consultancy & Diagnostic Center,Rangpur,Nilphamari,,Saidpur,,,1
39067,National Diagnostic Center.,ন্যাশনাল ডায়াগনোষ্টিক সেন্টার.,10039479,,Consultancy & Diagnostic Center,Rangpur,Rangpur,,Rangpur Sadar,,,1
39068,MEDIAID DIAGNOSTICS,মেডিএইড ডায়াগনষ্টিকস্,10039480,,Consultancy & Diagnostic Center,Rangpur,Rangpur,,Rangpur Sadar,,,1
39069,Fariha Private Hospital & Diagnostic Centre,ফারিহা প্রাইভেট হসপিটাল এন্ড ডায়াগনষ্টিক সেন্টার।,10039481,,Consultancy & Diagnostic Center,Khulna,Jashore,,Jashore Sadar,,,1
39070,MAKKA MADINA DIAGNOSTIC CENTER,মক্কা মদিনা ডায়াগনস্টিক সেন্টার,10039482,,Consultancy & Diagnostic Center,Mymensingh,Netrakona,,Netrokona Sadar,,,1
39071,DR. ABDUL KADER MEMORIAL HOSPITAL,ডাঃ আব্দুল কাদের মেমোরিয়াল হাসপাতাল।,10039483,,Consultancy & Diagnostic Center,Dhaka,Faridpur,,Madhukhali,,,1
39072,Easy Healthcare Diagnostic and Consultation Center,ইজি হেলথ কেয়ার ডায়াগনষ্টিক এন্ড কনসালটেশন সেন্টার,10039484,,Consultancy & Diagnostic Center,Rajshahi,Sirajganj,,Shahjadpur,,,1
39073,POPULAR DIAGNOSTIC CLINIC,পপুলার ডায়াগনস্টিক ক্লিনিক,10039485,,Consultancy & Diagnostic Center,Rajshahi,Sirajganj,,Royganj,,,1
39074,AJ MEDICAL AND DIAGNOSTIC CENTER,এ.জে মেডিকেল এন্ড ডায়াগনস্টিক সেন্টার,10039486,,Consultancy & Diagnostic Center,Dhaka,Dhaka,,Paltan,,,1
39075,SHIFA DIAGNOSTIC CENTRE,শিফা ডায়াগনষ্টিক সেন্টার,10039487,,Consultancy & Diagnostic Center,Chattogram,Cumilla,,Cumilla Sadar Dakshin,,,1
39076,SATATA MEDICAL CHECKUP CENTER,সততা মেডিকেল চেকআপ সেন্টার,10039488,,Consultancy & Diagnostic Center,Rajshahi,Rajshahi,,Rajpara,,,1
39077,Ichapura General Hospital and Digital Diagnostic Center,ইছাপুরা জেনারেল হাসপাতাল এন্ড ডিজিটাল ডায়াগনষ্টিক সেন্টার,10039489,,Consultancy & Diagnostic Center,Dhaka,Munshiganj,,Serajdikhan,,,1
39078,New Labaid Diagnostic Center,নিউ ল্যাব এইড ডায়াগনস্টিক সেন্টার,10039490,,Consultancy & Diagnostic Center,Dhaka,Rajbari,,Rajbari Sadar,,,1
39079,M/S Meherunecha Dignostic Center.,মেসার্স মেহেরুন্নেছা ডায়াগনস্টিক সেন্টার,10039491,,Consultancy & Diagnostic Center,Sylhet,Sunamganj,,Jamalganj,,,1
39080,Doctors Point & Diagnosic Center,ডকটরস্ পয়েন্ট এন্ড ডায়াগনস্টিক সেন্টার,10039492,,Consultancy & Diagnostic Center,Rangpur,Rangpur,,Rangpur Sadar,,,1
39081,Family Care Diagnostic Lab and Consultation Centre,ফ্যামিলি কেয়ার ডায়াগনোস্টিক ল্যাব এন্ড কনসালটেশন,10039493,,Consultancy & Diagnostic Center,Dhaka,Narsingdi,,Narsingdi Sadar,,,1
39082,Firoza Begum Memorial Hospital,ফিরোজা বেগম মেমোরিয়াল হসপিটাল,10039494,,Consultancy & Diagnostic Center,Chattogram,Cumilla,,Monoharganj,,,1
39083,Kazi Fatemas Diagnostic Center,কাজী ফাতেমাস ডায়াগনস্টিক সেন্টার,10039495,,Consultancy & Diagnostic Center,Chattogram,Cumilla,,Cumilla Adarsha Sadar,,,1
39084,Darus Sifa Islamia Diagnostic Centre,দারুস শিফা ইসলামিয়া ডায়াগোষ্টিক সেন্টার,10039496,,Consultancy & Diagnostic Center,Mymensingh,Sherpur,,Sherpur Sadar,,,1
39085,Niramoy General Hospital,নিরাময় জেনারেল হাসপাতাল,10039497,,Consultancy & Diagnostic Center,Rangpur,Gaibandha,,Gobindaganj,,,1
39086,Poly Clinic & Diagnostic Center,পলি ক্লিনিক এন্ড ডায়াগনষ্টিক সেন্টার,10039498,,Consultancy & Diagnostic Center,Rajshahi,Pabna,,Ishwardi,,,1
39087,MOHAMMODIA HOSPITAL,মোহাম্মাদিয়া হাসপাতাল,10039499,,Consultancy & Diagnostic Center,Rangpur,Kurigram,,Raumari,,,1
39088,"New Evercare Medical Services , Bhola","নিউ এভারকেয়ার মেডিকেল সার্ভিসেস, ভোলা",10039500,,Consultancy & Diagnostic Center,Barishal,Bhola,,Bhola Sadar,,,1
39089,Shikder Medical & Diagnostic Center.,শিকদার মেডিকেল এন্ড ডায়াগনস্টিক সেন্টার,10039501,,Consultancy & Diagnostic Center,Dhaka,Dhaka,,Dhamrai,,,1
39090,New Popular Diagnostic Center,নিউ পপুলার ডায়াগনস্টিক সেন্টার,10039502,,Consultancy & Diagnostic Center,Khulna,Bagerhat,,Sarankhola,,,1
39091,CARE DIAGNOSTIC AND DIABETIC CENTER,কেয়ার ডায়াগনস্টিক এন্ড ডায়াবেটিক সেন্টার,10039503,,Consultancy & Diagnostic Center,Rajshahi,Pabna,,Ishwardi,,,1
39092,Medipath clinic and Digital Diagnostic Center,মেডিপ্যাথ ক্লিনিক এন্ড ডিজিটাল ডায়াগনস্টিক সেন্টার,10039504,,Consultancy & Diagnostic Center,Rajshahi,Naogaon,,Sapahar,,,1
39093,AL-BAHA MEDICAL CENTER,আল-বাহা মেডিকেল সেন্টার,10039505,,Consultancy & Diagnostic Center,Dhaka,Dhaka,,Tejgaon,,,1
39094,Focus Diagnostic & Consultation  Center,ফোকাস ডায়াগনস্টিক এন্ড কনসালটেশন সেন্টার,10039506,,Consultancy & Diagnostic Center,Rangpur,Rangpur,,Rangpur Sadar,,,1
39095,Khoksa Digital Doctor Chamber and Diagnostic Centre,খোকসা ডিজিটাল ডক্টর চেম্বার এন্ড ডায়াগনস্টিক সেন্টার,10039507,,Consultancy & Diagnostic Center,Khulna,Kushtia,,Khoksa,,,1
39096,Al-Shefa Diagnostic Centre,আল-শেফা ডায়াগনস্টিক সেন্টার,10039508,,Consultancy & Diagnostic Center,Sylhet,Habiganj,,Madhabpur,,,1
39097,Prime Diagnostic Center,প্রাইম  ডায়াগনষ্টিক সেন্টার,10039509,,Consultancy & Diagnostic Center,Sylhet,Sylhet,,Sylhet Sadar,,,1
39098,Mount View Health City Ltd.,মাউন্ট ভিউ হেলথ সিটি লিঃ,10039510,,Consultancy & Diagnostic Center,Dhaka,Dhaka,,Savar,,,1
39099,Orthopedic & Multicare Hospital,অর্থোপডিক এন্ড মাল্টিকেয়ার  হাসপাতাল,10039511,,Consultancy & Diagnostic Center,Dhaka,Dhaka,,Adabor,,,1
39100,Zam Zam Hospital & Diagnostic Center,জম জম হসপিটাল এন্ড ডায়াগনস্টিক সেন্টার,10039512,,Consultancy & Diagnostic Center,Chattogram,Chattogram,,Hathazari,,,1
39101,The Apollo Diagnostic Centre,দি এ্যাপোলো ডায়াগনস্টিক সেন্টার,10039513,,Consultancy & Diagnostic Center,Barishal,Barguna,,Patharghata,,,1
39102,Shadhin Diagnostic Center,স্বাধীন ডায়াগনস্টিক সেন্টার,10039514,,Consultancy & Diagnostic Center,Dhaka,Dhaka,,Bangshal,,,1
39103,CITY DIAGNOSTIC AND CONSULTATION CENTER,সিটি ডায়াগনষ্টিক এন্ড কনসালটেশন সেন্টার,10039515,,Consultancy & Diagnostic Center,Chattogram,Cumilla,,Meghna,,,1
39104,Maa Pathology laboratory,মা প্যাথলজি ল্যাবরেটরী,10039516,,Consultancy & Diagnostic Center,Mymensingh,Mymensingh,,Gauripur,,,1
39105,A.F. MEDICAL CENTRE,এ এফ  মেডিকেল সেন্টার,10039517,,Consultancy & Diagnostic Center,Dhaka,Dhaka,,Motijheel,,,1
39106,Lab One Medical Center,ল্যাব ওয়ান মেডিকেল সেন্টার,10039518,,Consultancy & Diagnostic Center,Dhaka,Manikganj,,Manikganj Sadar,,,1
39107,Pain  Care Lab,পেইন কেয়ার ল্যাব,10039519,,Consultancy & Diagnostic Center,Dhaka,Dhaka,,Keraniganj,,,1
39108,QUALITAS HEALTHCARE BANGLADESH LIMITED,কোয়ালিটাস হেলথকেয়ার বাংলাদেশ লিমিটেড,10039520,,Consultancy & Diagnostic Center,Dhaka,Dhaka,,Banani,,,1
39109,Integrated Medicare Ltd.,ইন্টিগ্রেটেড মেডিকেয়ার লিঃ,10039521,,Consultancy & Diagnostic Center,Dhaka,Dhaka,,Tejgaon,,,1
39110,Sheba Medical & Diagnostic Center,সেবা মেডিকেল এন্ড ডায়াগনস্টিক সেন্টার,10039522,,Consultancy & Diagnostic Center,Dhaka,Rajbari,,Baliakandi,,,1
39111,BIOLAB DIAGNOSTIC CENTRE,বায়োল্যাব ডায়াগনষ্টিক সেন্টার,10039523,,Consultancy & Diagnostic Center,Rajshahi,Rajshahi,,Rajpara,,,1
39112,Retina Glaucoma Center and Super Specialty Eye Hospital  ltd,রেটিনা গ্লকোমা সেন্টার এন্ড সুপার স্পেশালটি আই হসপিটাল লিঃ,10039524,,Consultancy & Diagnostic Center,Dhaka,Dhaka,,Sher-e-bangla Nagar,,,1
